ViralOTU	SRR8653090	SRR8653247	SRR8653248	SRR8652861	SRR8653245	SRR8653221	SRR8653084	SRR8653218	SRR8652914	SRR8652969
vOTU_1703	0	2	0	4	51	0	0	613	0	0
vOTU_959	7	49	25	21	0	18	54	3	562	171
vOTU_288	2	2	7	72	197	1820	0	133	0	2351
vOTU_73	0	3	553	4414	729	295	0	12	1	510
vOTU_1644	215	18	0	0	0	2	0	0	0	0
vOTU_854	0	4	4	0	732	60	54	3	2	0
vOTU_557	0	0	593	0	0	0	0	0	0	0
vOTU_201	0	3	0	0	0	40	2197	0	0	0
vOTU_613	19	1	0	6068	0	2	0	0	0	0
vOTU_1431	1	12	159	0	52	30	8	3	0	3
vOTU_1511	0	0	0	106	258	0	0	0	0	0
vOTU_1251	371	131	374	160	156	20	45	0	32	56
vOTU_1018	0	29	272	0	78	1272	0	0	0	0
vOTU_1510	0	0	0	0	0	209	0	0	11	942
vOTU_860	2887	738	1	42	3	29	246	3	567	134
vOTU_1408	418	150	1735	210	486	14	225	0	30	51
vOTU_1721	9	0	0	19	1544	0	20	10	0	0
vOTU_585	330	116	27	12	0	0	657	0	0	0
vOTU_1742	0	0	0	121	0	13	0	0	0	0
vOTU_239	667	1716	3	21	8	26	927	11	2644	4784
vOTU_69	3	122	1409	615	1312	10066	0	4929	29	11467
vOTU_1111	0	0	12	0	54	5	390	0	0	0
vOTU_840	0	0	337	0	0	0	0	0	0	0
vOTU_79	4	0	13	2	11	30	3	0	19946	3841
vOTU_563	2527	2976	202	529	34	1505	2343	41	25809	3952
vOTU_570	0	0	0	0	1793	0	0	0	4	0
vOTU_1002	4	78	571	1259	1396	731	3970	784	2	283
vOTU_1575	0	0	0	225	0	97	0	0	0	0
vOTU_845	9	347	34	12	0	4	25	13	595	64
vOTU_730	0	21	280	799	1076	152	0	685	12	668
vOTU_22	424	510	14	143	10	889	538	18	548	12332
vOTU_475	0	49	292	402	604	1745	2	1664	13	2220
vOTU_858	0	0	69	9	4	42	627	9	0	2
vOTU_1463	0	58	251	266	521	1511	2	1607	20	1918
vOTU_1166	0	0	29	0	0	202	0	0	0	0
vOTU_1271	22	0	0	135	3095	0	111	24	48	20
vOTU_1470	427	123	148	134	198	37	119	0	25	85
vOTU_511	0	0	2817	0	0	0	0	0	0	2
vOTU_253	0	0	0	0	8256	0	0	0	2	0
vOTU_211	0	22	311	633	459	1147	0	0	0	294
vOTU_1240	210	400	0	0	0	7	544	0	1	101
vOTU_756	0	0	0	53	8	20	954	210	0	5
vOTU_1653	1058	165	15	84	14	8	84	0	530	34
vOTU_455	2580	231	1	463	949	10	118	448	41	62
vOTU_1424	346	4	0	4	10	0	0	10	0	0
vOTU_984	2	20	540	776	783	232	0	1811	8	1897
vOTU_363	1007	3496	122	160	406	185	936	38	5758	2899
vOTU_910	0	39	0	0	1749	84	620	0	0	0
vOTU_1402	482	229	73	193	293	63	42	2	8	142
vOTU_1216	0	0	0	0	0	0	0	293	0	0
vOTU_310	0	0	3478	25	0	137	1	0	0	0
vOTU_778	0	6	404	0	28	214	98	36	0	4
vOTU_145	26	42	895	4917	2338	1348	2	2833	19	1387
vOTU_1483	2	0	0	0	0	164	0	0	0	114
vOTU_213	0	0	0	0	0	2660	0	0	0	0
vOTU_473	0	68	0	463	1	2	3	0	147	0
vOTU_581	1206	1306	76	84	44	695	128	5	3764	2073
vOTU_1086	0	0	0	0	0	664	0	0	0	0
vOTU_765	398	29	127	32	35	1	25	0	2	10
vOTU_1540	0	0	0	11	11	43	596	25	0	0
vOTU_1580	134	38	905	66	107	11	294	0	8	55
vOTU_1144	1	1	0	0	0	953	19	1	0	0
vOTU_294	0	0	0	1217	0	0	0	0	0	0
vOTU_711	0	0	0	0	0	1	8022	0	0	0
vOTU_469	3141	11735	28	246	8	670	6086	120	45242	6201
vOTU_29	3	16	138	7	1	19	46	1	61	10843
vOTU_606	1	2	0	298	30	114	2764	574	0	116
vOTU_1064	562	13	0	140	235	9	33	180	63	24
vOTU_789	1	12	0	1	0	170	2	539	0	1151
vOTU_417	2	0	5	29	41	219	2487	69	0	2
vOTU_1609	0	0	0	11	0	8	1	0	2	354
vOTU_1120	22	16	233	351	158	633	0	1306	1	905
vOTU_967	0	0	0	0	0	1191	0	0	0	0
vOTU_1024	329	66	0	0	2	0	8	0	39	7
vOTU_1308	300	0	0	216	78	0	52	107	39	3
vOTU_1201	2	10	0	334	249	204	0	0	1	30
vOTU_1213	0	11	238	513	422	367	0	1754	1	609
vOTU_61	17	124	976	1305	2241	4011	2	3740	33	15374
vOTU_1316	162	1375	6	40	5	174	337	5	4637	142
vOTU_1377	0	4	205	0	0	1	0	0	0	0
vOTU_476	0	11	0	5	0	2263	1215	2	11	0
vOTU_1026	3178	204	34	525	2922	178	966	320	3425	1052
vOTU_44	0	10	4184	16	222	71	0	20	0	19
vOTU_966	0	0	0	9	0	21	1	380	4	8
vOTU_324	0	10	40	12	90	116	1866	81	0	3
vOTU_998	0	0	0	309	0	0	0	0	0	0
vOTU_442	0	0	1951	5	2	20	0	0	0	0
vOTU_885	0	0	0	0	0	214	421	0	0	0
vOTU_805	12	10	153	438	449	4	0	0	5	994
vOTU_175	0	72	1132	1308	2257	554	0	1	5	2186
vOTU_994	0	25	0	0	4	528	0	85	0	0
vOTU_656	0	25	17	0	49	1178	64	10	0	3
vOTU_281	1403	0	0	180	1	0	145	68	6	0
vOTU_1448	516	234	137	237	257	31	51	2	31	134
vOTU_1154	0	0	0	0	0	0	0	393	0	0
vOTU_119	68	120	1038	3552	4586	10	0	0	14	1655
vOTU_892	4	19	391	682	0	1419	2	468	0	326
vOTU_696	0	0	0	570	0	0	0	1	0	1183
vOTU_827	0	0	0	0	984	38	0	0	0	0
vOTU_1745	0	0	0	179	2	20	0	0	0	0
vOTU_825	0	90	18	0	0	7	10	8	1724	1282
vOTU_54	151	14219	31	131	2	25	194	5	918	215
vOTU_1068	429	0	0	0	0	0	0	0	0	0
vOTU_760	377	281	0	31	0	26	213	33	6050	2217
vOTU_976	0	0	42	15	300	16	112	55	0	2
vOTU_137	0	6	0	0	0	19	3379	2	0	0
vOTU_171	8	1	2045	71	10	114	0	1840	0	18
vOTU_399	0	12	0	9	0	1183	0	37	0	0
vOTU_726	0	17	327	0	31	972	2	30	0	0
vOTU_1232	0	2	0	11	248	0	0	0	0	0
vOTU_712	0	0	30	0	417	12	0	0	0	0
vOTU_1679	4	14	2	436	300	154	0	0	0	53
vOTU_1181	43	3	0	0	2	12	0	0	7	343
vOTU_775	0	0	0	1	2	11	869	3	0	0
vOTU_1005	1	4	2	0	0	18	0	0	4	1111
vOTU_1400	0	0	0	191	0	29	0	0	0	0
vOTU_223	0	33	106	257	93	226	0	7191	6	627
vOTU_243	0	5	31	2	49	141	6735	48	0	8
vOTU_88	556	1541	83	177	680	195	529	71	16739	963
vOTU_698	0	0	41	758	3	0	2	0	0	2
vOTU_562	0	0	0	1867	0	25	0	0	0	0
vOTU_1529	2	4	188	688	51	137	0	2395	0	2214
vOTU_882	3	10	10	40	11	9	2427	40	0	73
vOTU_894	1	1	9	3	0	0	19	0	6	1564
vOTU_353	33	8	65	240	59	1796	0	164	2	345
vOTU_1484	0	2	0	0	0	7	0	4	2	222
vOTU_219	0	29	152	556	156	1762	3	2522	9	120
vOTU_853	587	3	2	6	44	0	0	0	0	3
vOTU_538	0	20	176	494	128	1147	0	3569	2	1268
vOTU_924	2	12	152	801	310	1193	0	3068	4	3358
vOTU_1051	0	0	340	0	0	0	0	0	0	0
vOTU_1504	0	0	0	0	0	132	256	0	0	0
vOTU_708	550	4454	18	22	21	108	1690	25	11502	283
vOTU_143	4	8	203	712	81	178	0	9183	4	2570
vOTU_1464	0	12	45	0	172	177	56	0	0	0
vOTU_639	10	0	14	25	4	94	132	0	4	851
vOTU_48	0	0	16	18	79	0	10876	4	0	0
vOTU_1493	0	0	0	0	305	1	207	0	0	0
vOTU_1727	0	4	234	0	0	0	0	0	0	0
vOTU_829	303	22	0	1	0	0	9	0	0	3
vOTU_875	2	14	322	606	559	164	0	177	4	356
vOTU_1658	0	0	0	0	0	190	0	0	0	0
vOTU_1691	4	2	0	48	17	0	2	196	0	0
vOTU_264	0	174	275	0	2852	2469	1321	161	7	5
vOTU_440	0	2	153	4	0	1513	0	158	2	1744
vOTU_236	61	25	410	470	3163	1882	2378	16	12	6
vOTU_1415	0	0	0	0	0	0	0	0	0	239
vOTU_1227	9	53	5	6	2	15	119	1	446	71
vOTU_1675	0	23	21	2	270	330	136	16	0	0
vOTU_1340	0	0	0	338	1	0	0	222	0	0
vOTU_1140	283	0	0	3	269	46	310	0	0	0
vOTU_874	0	0	0	0	0	678	0	0	0	0
vOTU_516	796	322	73	426	829	106	64	0	111	175
vOTU_884	0	0	0	0	0	170	436	0	0	0
vOTU_1376	0	0	0	0	0	126	0	0	0	0
vOTU_906	3	8	0	6	1	0	3	0	407	27
vOTU_1259	18	18	5	7	0	6	18	0	482	23
vOTU_249	664	6	4	259	10496	2	326	327	108	15
vOTU_446	59	32	3	3	0	44	29	0	916	2930
vOTU_1702	0	0	0	0	0	0	0	0	0	232
vOTU_1646	0	0	15	10	137	3	64	26	0	4
vOTU_1253	0	30	1	1	0	977	2235	2	1	2
vOTU_260	0	0	0	0	0	0	0	4381	0	20
vOTU_394	2	1	0	0	0	0	1411	0	0	0
vOTU_1439	529	0	0	56	16	0	33	23	11	0
vOTU_127	0	312	0	0	0	162	2450	0	0	0
vOTU_1268	47	452	148	109	438	248	985	479	160	134
vOTU_598	47	18	2	10	2	34	665	0	12	1361
vOTU_651	0	7	44	0	15	105	479	55	0	0
vOTU_1650	0	0	0	146	0	227	0	0	0	0
vOTU_1670	0	0	0	359	0	3	1971	0	0	219
vOTU_602	0	0	0	1	0	0	0	0	513	0
vOTU_750	0	13	1	877	49	28	1425	128	0	191
vOTU_787	0	86	479	0	371	841	124	36	1	0
vOTU_864	0	0	456	0	27	0	0	0	0	1
vOTU_575	0	18	123	194	103	595	443	1297	0	95
vOTU_461	3	0	1109	0	1577	0	1126	0	12	0
vOTU_1109	4	0	0	208	0	15	4324	0	0	880
vOTU_1236	54	210	14	29	179	38	251	0	770	142
vOTU_1117	0	9	224	740	177	12	0	1573	1	1748
vOTU_1368	1	4	7	2	1	3	2	0	629	10
vOTU_784	0	0	0	2029	0	0	0	6	0	571
vOTU_1714	181	0	0	0	0	0	0	0	0	0
vOTU_240	107	0	2	987	10610	0	31	564	239	4
vOTU_636	42	56	14	1	0	21	11	1	2414	719
vOTU_566	152	3368	17	9	1	48	303	1	871	333
vOTU_216	0	0	0	0	1	0	0	1853	0	0
vOTU_1200	0	45	45	0	241	1220	200	71	2	0
vOTU_792	220	0	1	404	1304	0	103	96	91	27
vOTU_189	2	136	1098	4164	4825	1649	4	4588	24	2105
vOTU_1054	401	332	118	155	571	184	2260	814	453	314
vOTU_318	0	0	0	0	0	5310	0	0	0	0
vOTU_295	2296	0	0	238	18	0	92	12	219	3
vOTU_483	17	371	2	126	3	56	989	7	10934	2246
vOTU_1747	0	4	13	0	317	258	133	6	2	0
vOTU_1147	0	1	0	100	5	7	345	81	0	187
vOTU_81	96	1	45	97	66	74	0	29	1	7298
vOTU_558	0	0	0	6	0	7	1019	108	2	63
vOTU_482	531	5571	40	258	47	115	2471	10	18243	4079
vOTU_1473	0	0	311	0	78	177	28	49	1	0
vOTU_500	85	3021	4	16	0	55	738	21	26882	3473
vOTU_554	0	1	0	0	0	0	0	0	0	2114
vOTU_1084	0	0	48	134	15	0	1875	148	0	66
vOTU_1114	657	3991	11	149	668	70	543	32	3499	1226
vOTU_619	0	0	0	0	0	1052	0	0	0	0
vOTU_648	0	0	0	5	7	181	1761	47	0	2
vOTU_341	1	0	0	8	5	308	1385	0	0	127
vOTU_1398	6	8	64	0	1288	122	280	21	0	503
vOTU_1590	2	0	0	0	0	125	0	0	0	2
vOTU_27	68	18289	199	11	2	161	88	0	491	636
vOTU_47	3	0	0	3103	190	19	1525	2946	0	154
vOTU_1273	270	0	0	0	0	0	0	0	0	0
vOTU_1276	0	0	0	184	0	0	0	0	0	0
vOTU_888	6	51	0	117	0	451	0	0	0	64
vOTU_404	16	40	296	84	2	4	0	105	0	2621
vOTU_1191	0	94	0	5	1	640	56	9	0	2
vOTU_1757	370	2204	33	16	2184	248	325	3	537	486
vOTU_776	98	34	0	3	2	67	62	2	498	58
vOTU_589	0	0	0	0	0	13	0	0	0	405
vOTU_916	0	0	0	18	367	0	0	0	0	0
vOTU_1128	0	0	0	266	0	0	0	0	0	0
vOTU_24	0	0	69	0	12264	0	0	0	6	8
vOTU_991	0	0	391	0	0	0	0	0	0	0
vOTU_292	23	22	677	302	105	469	0	5960	2	426
vOTU_519	0	0	0	0	2099	0	0	0	2	0
vOTU_893	444	0	0	0	0	0	2	0	0	0
vOTU_93	0	213	447	0	5	2569	2	186	0	0
vOTU_229	0	12	46	346	9	156	2816	571	0	358
vOTU_381	6	104	763	764	1872	4645	0	5146	36	6308
vOTU_1279	0	2	23	8	179	13	75	32	0	0
vOTU_1684	0	32	287	0	40	634	5	23	0	0
vOTU_80	0	0	2006	0	0	0	2	0	0	0
vOTU_1333	0	0	256	0	0	0	0	0	0	0
vOTU_247	32	400	14	30	77	13	1882	16	154	69
vOTU_332	3796	12	3	620	3100	10	74	470	41	121
vOTU_40	0	10	397	725	1860	322	0	17	8	3293
vOTU_412	0	1	12	1	2775	73	60	9	0	5
vOTU_1739	0	48	285	525	714	177	595	226	2	211
vOTU_1568	9	0	0	0	0	147	77	0	3	14
vOTU_1378	32	68	3	53	2	25	124	2	5890	1757
vOTU_594	0	0	0	2926	0	0	0	3	0	0
vOTU_1158	0	0	0	288	0	0	0	0	0	154
vOTU_1546	0	0	55	0	0	16	182	0	0	0
vOTU_1695	0	0	0	7	250	0	0	118	0	0
vOTU_403	188	1031	31	35	4	37	239	6	7057	389
vOTU_687	0	1	26	8	1881	37	61	3	0	2
vOTU_1250	0	2	0	5124	8	576	0	0	12	666
vOTU_1437	211	215	11	33	105	24	9	0	18	117
vOTU_1477	274	3041	8	93	2	239	1082	5	12287	2486
vOTU_1063	14	724	11	57	4	34	270	5	7873	449
vOTU_1466	0	0	0	181	0	274	0	0	0	41
vOTU_1318	38	408	18	8	5	214	72	0	171	1254
vOTU_1122	44	28	156	85	110	279	1343	88	34	32
vOTU_1663	0	3	0	0	0	18	238	0	0	0
vOTU_624	0	0	33	14	530	6	143	44	2	0
vOTU_1603	0	0	253	4	0	185	0	0	0	0
vOTU_780	853	0	0	0	0	0	0	0	508	108
vOTU_1082	0	0	0	0	0	0	0	0	0	265
vOTU_954	8	32	553	1234	1346	790	0	2226	7	993
vOTU_1172	0	0	0	0	0	635	0	0	0	0
vOTU_964	1	2381	0	4	0	7	13	0	0	11
vOTU_1195	0	7	0	0	0	261	83	0	0	0
vOTU_903	0	0	297	0	0	0	0	0	0	0
vOTU_255	0	0	0	0	0	886	30	0	25	268
vOTU_1284	64	191	2032	1343	1592	2888	68	9038	176	5745
vOTU_502	1150	476	2405	838	966	132	428	0	126	303
vOTU_990	10	2995	1	10	1	162	24	19	56	24
vOTU_1567	16	7	0	0	0	0	288	0	0	38
vOTU_134	3424	84	54	7	38	8	11	3	97	494
vOTU_545	54	121	21	5	63	48	85	1	900	307
vOTU_824	0	0	0	915	1779	0	88	4	4	117
vOTU_1038	407	0	2	24	4	0	0	280	105	0
vOTU_172	2	0	1	5	4	32	8160	19	0	0
vOTU_939	1	125	3	0	0	413	356	1	2	3
vOTU_1351	34	2	0	173	0	7	2	0	55	180
vOTU_1561	0	0	0	0	0	243	0	0	0	0
vOTU_785	35	243	14	29	15	121	472	13	9143	232
vOTU_1350	181	186	0	24	0	30	253	5	5045	1205
vOTU_675	0	94	130	86	1620	1148	505	42	1	26
vOTU_899	0	0	0	744	0	1	0	0	0	0
vOTU_583	568	115	8	5	0	18	27	0	168	1616
vOTU_360	2	30	219	19	1312	1084	4261	409	0	190
vOTU_1053	0	0	0	260	0	2	0	0	0	0
vOTU_1411	0	11	50	0	101	248	132	6	2	0
vOTU_1450	518	0	0	0	0	0	0	0	0	10
vOTU_1021	0	6	3	0	69	572	148	1	0	0
vOTU_1156	0	9	25	84	58	130	0	609	0	1382
vOTU_1585	0	0	0	218	0	15	0	0	0	0
vOTU_1175	0	0	0	0	185	0	0	0	0	0
vOTU_364	292	61	1	0	0	8	33	10	1484	109
vOTU_1212	0	25	55	161	903	880	368	315	0	132
vOTU_136	2	39	311	389	10735	1193	6	1753	64	2340
vOTU_898	438	0	2	94	850	0	62	343	32	28
vOTU_1733	9	17	0	4	7	3	6	0	198	23
vOTU_1059	0	3	9	27	7	6	1504	60	0	20
vOTU_1676	0	0	0	0	0	465	0	0	0	0
vOTU_887	4	0	0	187	0	407	0	0	0	0
vOTU_1225	0	9	0	0	0	118	275	0	0	0
vOTU_254	0	0	0	0	3580	0	0	0	6	0
vOTU_1563	1	17	124	1105	723	161	740	265	0	324
vOTU_1079	0	2	0	0	0	2721	0	0	0	0
vOTU_533	0	31	0	0	0	3	811	0	0	0
vOTU_510	0	0	122	0	1287	2	0	133	18	11
vOTU_307	0	28	442	1746	180	611	2	620	8	473
vOTU_995	3	6	0	0	0	34	0	96	0	1482
vOTU_604	0	0	2	0	0	551	0	0	0	0
vOTU_650	1032	0	1	51	1058	0	37	92	43	12
vOTU_660	0	0	0	217	4370	0	2	22	3	0
vOTU_955	0	0	0	0	5	32	638	18	0	0
vOTU_147	0	0	0	0	6460	0	0	0	6	0
vOTU_230	1	383	4	6	0	16	103	16	19637	14
vOTU_612	4	444	2	75	0	19	39	0	6181	1434
vOTU_719	0	0	0	343	0	207	0	0	0	2
vOTU_930	643	234	427	235	318	62	137	0	36	153
vOTU_616	0	0	0	0	0	0	698	0	0	0
vOTU_617	0	0	0	1073	0	176	0	0	0	126
vOTU_1548	2	0	129	356	0	13	0	1095	0	1080
vOTU_1153	0	0	0	319	0	3	41	0	0	4
vOTU_1321	263	58	0	0	0	1	17	0	71	20
vOTU_362	0	0	0	0	63	0	1342	0	0	0
vOTU_822	2	43	0	764	888	229	0	0	0	26
vOTU_1036	30	9	3570	9	120	4	544	0	6	6
vOTU_1338	0	0	0	0	2	0	187	0	0	0
vOTU_1395	528	215	27	242	310	56	65	0	17	136
vOTU_484	0	0	0	0	0	904	0	0	0	0
vOTU_1335	0	15	576	2	10	94	997	108	0	113
vOTU_1534	0	37	0	1	0	5	21	0	389	42
vOTU_330	4	139	0	1132	0	57	186	4	4663	271
vOTU_7	0	83	1	69	3	3500	67	8	367	19481
vOTU_226	2	216	0	91	0	332	2674	0	14034	429
vOTU_529	0	0	0	2	0	786	0	0	0	0
vOTU_962	0	7	14	0	1893	0	19	0	2	0
vOTU_246	0	0	4222	0	0	0	0	0	0	0
vOTU_1512	0	0	0	49	0	0	2	6	200	1
vOTU_1685	196	0	0	0	0	0	0	0	0	0
vOTU_709	2	9	1	11	7	6	2782	19	0	5
vOTU_68	0	0	0	1	105	0	0	4362	0	0
vOTU_248	2	0	548	124	261	1434	0	4	2	117
vOTU_228	119	36	12	368	118	3206	0	379	10	556
vOTU_435	0	0	130	1984	2	63	0	0	0	0
vOTU_433	0	0	0	0	0	2327	0	0	0	0
vOTU_870	0	0	10	0	52	2	347	0	0	0
vOTU_718	0	62	4	0	0	1604	380	0	0	0
vOTU_275	0	0	8	0	42	2	1188	0	0	0
vOTU_929	4	2	0	16	0	391	0	0	0	2
vOTU_138	535	10	261	5406	920	2	0	15	6	3567
vOTU_1572	0	0	0	0	0	0	1	0	1	715
vOTU_1222	0	0	0	530	0	10	5131	0	0	806
vOTU_451	0	0	0	0	0	0	1014	0	0	0
vOTU_337	657	8576	18	140	6	113	4417	37	27281	669
vOTU_861	0	0	0	297	2	66	0	0	0	37
vOTU_176	0	0	0	2604	0	10	0	0	2	116
vOTU_1593	0	0	0	176	0	0	0	6	0	0
vOTU_881	350	0	0	0	0	0	0	0	0	0
vOTU_193	0	9901	433	5	23	88	91	0	27	413
vOTU_1640	0	4	1	0	18	0	247	0	0	0
vOTU_237	97	1161	27	8	0	44	2423	9	1110	967
vOTU_1030	2	24	403	322	111	277	512	46	0	0
vOTU_120	0	15	51	297	16	27	0	5278	8	2130
vOTU_1475	0	0	0	0	0	267	0	0	0	0
vOTU_1566	0	48	0	204	0	53	0	0	0	0
vOTU_1637	441	200	568	286	321	42	99	0	35	145
vOTU_1443	0	0	0	0	0	177	0	0	0	0
vOTU_576	0	10	4	23	39	27	99	733	0	9
vOTU_848	0	0	5	0	0	3084	0	0	0	0
vOTU_956	0	0	0	0	854	0	0	0	10	0
vOTU_252	0	0	0	0	0	595	1178	0	2	0
vOTU_1526	0	0	0	283	0	145	0	0	0	314
vOTU_31	0	0	73	0	482	0	3900	4	0	0
vOTU_917	0	0	0	0	0	0	0	401	0	0
vOTU_851	0	5	17	0	0	3	870	0	209	830
vOTU_1267	0	0	0	39	0	196	0	0	0	12
vOTU_1688	0	14	214	0	49	526	0	0	0	0
vOTU_443	22	26	0	7	11791	2	3	19	14	0
vOTU_767	0	0	0	0	1016	27	0	0	0	0
vOTU_1551	0	0	0	17	0	275	0	0	0	0
vOTU_528	5	41	2	26	2	2	4	0	9843	1
vOTU_259	0	0	0	1288	0	2	0	0	0	0
vOTU_1625	2	64	757	1087	1349	584	2474	446	4	141
vOTU_388	0	0	0	1420	0	0	0	0	0	0
vOTU_742	0	0	0	0	0	419	0	0	0	0
vOTU_185	3	10	90	38	5	147	2718	1	0	5
vOTU_1349	0	0	2	2	178	7	13	14	0	0
vOTU_1417	0	2	14	2	11	0	154	0	0	23
vOTU_227	426	2014	35	1365	70	80	895	6	3430	851
vOTU_1488	0	0	33	8	5	20	381	10	0	0
vOTU_444	0	0	0	0	0	173	1039	0	11	366
vOTU_30	36	268	1192	1762	2647	4483	0	4437	52	17078
vOTU_1060	0	69	605	1225	2327	661	2500	559	0	125
vOTU_935	0	0	0	0	61	0	1628	0	0	0
vOTU_1514	0	0	0	182	4	11	0	0	0	0
vOTU_328	2	0	0	354	17	11	3910	16	0	84
vOTU_391	1	163	0	1	0	28	5	0	10548	0
vOTU_835	0	0	4	31	10	108	0	1587	0	61
vOTU_609	0	0	2	0	15	0	640	0	0	0
vOTU_655	0	0	1	9	4	68	2139	3	0	0
vOTU_1129	1059	5876	117	70	1984	143	1728	47	10427	210
vOTU_1288	0	33	2	0	0	246	0	0	0	0
vOTU_167	0	0	0	1703	0	4	0	0	0	0
vOTU_159	165	159	343	12778	176	27	68	69	116	431
vOTU_1564	21	225	3	3	1	11	438	5	306	38
vOTU_1581	0	5	0	0	0	15	2	0	3	742
vOTU_1656	0	6	159	0	0	1	3	71	0	0
vOTU_1075	0	0	0	0	0	424	0	0	0	0
vOTU_454	0	46	0	0	0	0	1035	0	0	0
vOTU_683	37	58	27	8	0	501	34	0	299	95
vOTU_1413	386	87	337	96	223	7	52	0	19	10
vOTU_1331	0	13	84	6	628	148	215	105	2	2
vOTU_82	1209	10831	78	16	77	0	343	0	0	59
vOTU_1508	526	186	192	240	285	46	45	0	18	155
vOTU_1419	0	2	2	163	0	0	12	0	0	0
vOTU_1697	0	19	61	5	0	180	252	0	309	281
vOTU_987	0	0	0	0	633	0	301	1	0	0
vOTU_20	0	200	752	869	1862	11890	0	72	22	3750
vOTU_1277	5	0	0	0	0	4	6	0	0	189
vOTU_457	2	0	0	154	0	11	67	774	0	59
vOTU_691	0	0	0	0	0	0	755	0	0	0
vOTU_731	46	14	487	1410	473	73	0	41	3	455
vOTU_1649	170	0	0	0	0	0	1	0	0	0
vOTU_1554	0	0	1	0	0	189	0	0	0	0
vOTU_752	0	0	0	3	0	0	501	884	0	0
vOTU_18	0	0	0	1407	0	0	0	16924	2	0
vOTU_1425	24	14	0	0	0	2	804	4	0	13
vOTU_1505	0	12	62	12	173	347	279	22	0	0
vOTU_592	69	84	0	0	31	0	3	0	1290	73
vOTU_605	8	89	0	287	0	617	0	0	0	2
vOTU_1683	0	0	0	0	0	161	0	0	0	0
vOTU_1738	0	28	2	21	2	112	0	327	1	551
vOTU_1101	0	0	0	0	0	28	0	0	0	293
vOTU_112	0	0	0	11600	0	0	0	5	2	4127
vOTU_1711	0	0	0	223	0	0	246	2	0	2
vOTU_1161	2	0	1	203	116	0	15	73	0	0
vOTU_1391	18	83	14	20	97	9	31	0	1072	1913
vOTU_472	0	0	0	755	0	0	0	0	0	0
vOTU_1414	0	0	0	383	8	12	1197	511	0	173
vOTU_572	155	0	714	309	69	35	25	0	0	121
vOTU_627	0	0	0	6	0	1449	0	0	0	0
vOTU_272	0	47	0	0	0	133	1319	0	0	0
vOTU_1049	0	0	122	1	0	232	0	0	0	0
vOTU_1612	299	147	1345	144	493	30	243	0	27	62
